uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks,dataQF,source_file
b4cafef0-1d03-45d4-9af6-3fddfbeb644f,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,OK,,2020-07-27T18:51Z,BLAN.2020.31,BLAN_008.20200727,A00000068787,drag,160.0,Y,,,,No known compromise,NEON.DOC.014045vK,0000-0001-8112-7529,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2020-07.basic.20260107T162447Z.csv
96ef2674-405b-4a64-b70b-2e7dda324faf,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,OK,,2020-07-27T19:08Z,BLAN.2020.31,,,drag,160.0,N,,,,,NEON.DOC.014045vK,0000-0001-8112-7529,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2020-07.basic.20260107T162447Z.csv
eed9fb66-a9cc-4596-8ccf-fd59c3d0afe6,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2017-03-20T17:12Z,SCBI.2017.12,,,drag,159.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,Smcnicholas@battelleecology.org,Plot built same day as sampling,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
b8750acf-f712-452d-821c-1eed842b50e1,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2017-03-20T19:11Z,SCBI.2017.12,,,drag and flag,150.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,Smcnicholas@battelleecology.org,Plot built same day as sampling,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
5218e750-3e4c-4f92-b388-d48277382350,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2017-03-23T16:31Z,SCBI.2017.12,,,drag,133.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,One side almost entirely too wet to sample,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
586a3d28-fcd8-45e5-8ba0-38349b29b2b5,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2017-03-23T16:39Z,SCBI.2017.12,SCBI_007.20170323,,drag and flag,134.0,Y,2.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,sspillman@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
86c25e52-2f03-4aef-ab4a-49a48b6b06a2,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2017-03-23T17:43Z,SCBI.2017.12,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
bbd01694-9952-425c-b147-4b22851dc98a,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2017-03-23T18:04Z,SCBI.2017.12,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,mmccleaf@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2017-03.basic.20260107T161615Z.csv
3026c65b-a4a5-49cd-aa38-bebeb2eb0a72,BLAN_002.tickPlot.tck,D02,BLAN,BLAN_002,distributed,pastureHay,39.091474,-77.982149,WGS84,20.1,145.6,0.1,,,2017-10-02T14:56Z,BLAN.2017.41,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
58bc7ffd-c7bc-4c08-8feb-331026821a54,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,,,2017-10-02T15:26Z,BLAN.2017.41,,,drag,156.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
bd75fbf2-2e72-4a6d-b9ca-0d565cb12817,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,,,2017-10-02T15:57Z,BLAN.2017.41,,,drag,160.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
31b9dc11-173b-4fed-9ae8-cad52d4080c8,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,,,2017-10-02T16:47Z,BLAN.2017.41,,,drag and flag,155.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
1a2cb913-61a9-489a-b317-0301fb2db0ed,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,,,2017-10-02T17:35Z,BLAN.2017.41,BLAN_015.20171002,,drag,161.0,Y,1.0,0.0,0.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,Two dogs ran through the plot while we were sampling,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
1351722a-662b-41a3-b5ff-e577db1d857b,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,,,2017-10-02T18:29Z,BLAN.2017.41,BLAN_005.20171002,,drag and flag,158.0,Y,0.0,1.0,15.0,No known compromise,NEON.DOC.014045vH,mmccleaf@field-ops.org,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2017-10.basic.20260107T162616Z.csv
d69105b9-a111-4500-997d-5c0aa9adf8c1,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,OK,OK - no known exceptions,2023-08-01T15:41Z,BLAN.2023.30,BLAN_012.20230801,A00000167621,drag,160.0,Y,,,,No known compromise,NEON.DOC.014045vL,0000-0001-7030-3822,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
a8b3c15a-16dd-4a65-8e79-94dec98aac45,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,OK,OK - no known exceptions,2023-08-15T15:20Z,BLAN.2023.33,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
660b51fc-9d62-46b4-9954-38952aa0f3f4,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,OK,OK - no known exceptions,2023-08-15T16:39Z,BLAN.2023.33,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0009-0000-6496-8617,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
0560f712-b49a-4d62-9dfb-fd56c04e4752,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,OK,OK - no known exceptions,2023-08-15T17:12Z,BLAN.2023.33,BLAN_012.20230815,A00000324365,drag,157.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0003-5407-4988,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
d104fdae-e5bf-446c-8eba-b10aba20e47b,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,OK,OK - no known exceptions,2023-08-15T18:25Z,BLAN.2023.33,BLAN_015.20230815,A00000324034,drag,160.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0000-6496-8617,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
cdd67184-ac40-482e-ade9-cd66433f53fb,BLAN_020.tickPlot.tck,D02,BLAN,BLAN_020,distributed,pastureHay,39.101651,-77.981855,WGS84,20.1,159.0,0.1,OK,OK - no known exceptions,2023-08-17T13:12Z,BLAN.2023.33,BLAN_020.20230817,A00000324362,drag,148.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0000-6496-8617,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
01340615-8b0c-4ee1-83e9-8625854f38bb,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,OK,OK - no known exceptions,2023-08-17T14:40Z,BLAN.2023.33,BLAN_005.20230817,A00000324360,drag,160.0,Y,,,,No known compromise,NEON.DOC.014045vL,0009-0000-6496-8617,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2023-08.basic.20260107T162120Z.csv
f6b3380d-54ac-4a79-9649-150cf292a16c,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2015-07-07T17:00Z,SCBI.2015.27,SCBI_013.20150707,,drag and flag,170.0,Y,1.0,38.0,15.0,No known compromise,NEON.DOC.014045vF,aschirmer@Field-ops.org,,legacyData,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
46bb80af-1bbb-47cd-b1ee-befa79adc34e,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2015-07-08T18:40Z,SCBI.2015.27,SCBI_006.20150708,,drag,160.0,Y,1.0,0.0,37.0,No known compromise,NEON.DOC.014045vF,lcard@neoninc.org,,legacyData,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
9793d50b-5f9c-4143-84f9-d579c2d34f55,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2015-07-10T17:02Z,SCBI.2015.27,SCBI_002.20150710,,drag,162.0,Y,0.0,1.0,139.0,No known compromise,NEON.DOC.014045vF,tspindler@Field-ops.org,site-year possibly subsampled in ID lab counts,"legacyData, ID lab nymph count higher than field (PDE >25%)",NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
95a701da-084c-42f8-8cb5-a5faab9ba7b5,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2015-07-27T13:09Z,SCBI.2015.30,SCBI_006.20150727,,drag,160.0,Y,0.0,0.0,3.0,Other (described in remarks),NEON.DOC.014045vF,lcard@neoninc.org,"no taxonomy data, only field count data available.",,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
8228db6f-4fe8-44f9-aabb-0c51f0a948fe,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2015-07-27T14:08Z,SCBI.2015.30,SCBI_002.20150727,,drag,160.0,Y,0.0,1.0,207.0,Other (described in remarks),NEON.DOC.014045vF,lcard@neoninc.org,"no taxonomy data, only field count data available.",,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
40c5644f-401f-4b9a-8909-c7a20979431e,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2015-07-27T15:50Z,SCBI.2015.30,SCBI_007.20150727,,drag,151.0,Y,0.0,0.0,24.0,Other (described in remarks),NEON.DOC.014045vF,lcard@neoninc.org,"no taxonomy data, only field count data available.",,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
2fed3300-d254-4b96-8478-ede947a9daca,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2015-07-28T18:05Z,SCBI.2015.30,SCBI_039.20150728,,drag and flag,150.0,Y,5.0,1.0,,No known compromise,NEON.DOC.014045vF,apiemonte@Field-ops.org,Established plot same day as sampling,legacyData,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
3f6d3588-a7c7-4786-85f5-3c6a1ec19353,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2015-07-29T17:30Z,SCBI.2015.30,SCBI_013.20150729,,drag,160.0,Y,0.0,21.0,217.0,No known compromise,NEON.DOC.014045vF,kgeiger@Field-ops.org,,legacyData,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
83bc604b-7104-4009-83de-d5ab75395e77,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2015-07-31T14:52Z,SCBI.2015.30,SCBI_005.20150731,,drag and flag,154.0,Y,0.0,1.0,29.0,Other (described in remarks),NEON.DOC.014045vF,kgeiger@Field-ops.org,"no taxonomy data, only field count data available.",,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2015-07.basic.20260107T160432Z.csv
12378f22-3f68-4ecf-a088-d6d3db5c4ac3,BLAN_015.tickPlot.tck,D02,BLAN,BLAN_015,distributed,deciduousForest,39.088729,-77.955492,WGS84,20.1,125.9,0.2,OK,,2022-03-21T12:36Z,BLAN.2022.12,,,drag,164.0,N,,,,,NEON.DOC.014045vL,0000-0002-0927-4409,a tad damp,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
5d421bae-26fc-42df-8721-5121dd871a99,BLAN_008.tickPlot.tck,D02,BLAN,BLAN_008,distributed,pastureHay,39.083875,-77.966321,WGS84,20.1,159.2,0.1,OK,,2022-03-21T13:10Z,BLAN.2022.12,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0000-0002-0927-4409,a tad damp; very short grass,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
6867aa64-ef85-4356-832b-f8638faa57e8,BLAN_004.tickPlot.tck,D02,BLAN,BLAN_004,distributed,pastureHay,39.088416,-77.961331,WGS84,20.1,123.7,0.1,OK,,2022-03-21T13:36Z,BLAN.2022.12,,,drag,160.0,N,,,,,NEON.DOC.014045vL,0000-0002-0927-4409,short grass,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
1a7771be-0b39-44cf-ac7d-80c013a43b4b,BLAN_020.tickPlot.tck,D02,BLAN,BLAN_020,distributed,pastureHay,39.101651,-77.981855,WGS84,20.1,159.0,0.1,OK,,2022-03-21T14:17Z,BLAN.2022.12,,,drag,166.0,N,,,,,NEON.DOC.014045vL,0000-0002-0927-4409,short grass; no cows present but recent use observed,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
844d7533-686f-429d-8fc8-4058cd7e87fe,BLAN_012.tickPlot.tck,D02,BLAN,BLAN_012,distributed,deciduousForest,39.082719,-77.95959,WGS84,20.2,134.9,0.2,OK,,2022-03-22T19:52Z,BLAN.2022.12,BLAN_012.20220322,A00000162843,drag,151.0,Y,,,,No known compromise,NEON.DOC.014045vL,0000-0003-3227-3428,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
6187e831-88d2-4b08-af63-6a127cff1f58,BLAN_005.tickPlot.tck,D02,BLAN,BLAN_005,distributed,deciduousForest,39.086224,-77.972736,WGS84,20.2,168.3,0.3,OK,,2022-03-29T17:53Z,BLAN.2022.12,,,drag,158.0,N,,,,,NEON.DOC.014045vL,0000-0001-7030-3822,,,NEON.D02.BLAN.DP1.10093.001.tck_fielddata.2022-03.basic.20260107T160629Z.csv
ef9863ed-5134-4d48-9954-754ad6b55e6a,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2016-08-01T16:02Z,SCBI.2016.31,SCBI_006.20160801,,drag,160.0,Y,5.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,SSpillman@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
1545043e-d46c-443e-b63b-cb22e9b020c8,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2016-08-01T16:44Z,SCBI.2016.31,SCBI_039.20160801,,drag and flag,145.0,Y,4.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,hmiller@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
d72c8354-fb29-460d-b4b0-3eb210b4cde4,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2016-08-01T17:40Z,SCBI.2016.31,SCBI_002.20160801,,drag,160.0,Y,0.0,0.0,602.0,No known compromise,NEON.DOC.014045vG,Hmiller@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
18354651-295d-4b4f-a483-0918d4e2d920,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2016-08-04T15:41Z,SCBI.2016.31,SCBI_007.20160804,,drag,127.0,Y,0.0,0.0,3.0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
35d76304-da47-4cde-94b2-6add807498c8,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2016-08-04T17:41Z,SCBI.2016.31,SCBI_013.20160804,,drag,160.0,Y,0.0,4.0,1.0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
38c71bfd-760b-4e70-a651-ae6e4ee63a6d,SCBI_005.tickPlot.tck,D02,SCBI,SCBI_005,distributed,deciduousForest,38.901865,-78.161944,WGS84,20.1,261.6,0.2,,,2016-08-08T18:30Z,SCBI.2016.32,SCBI_005.20160808,,drag,133.0,Y,1.0,1.0,0.0,No known compromise,NEON.DOC.014045vG,mstrickland@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
5c34fdd6-1de8-4e7a-bb0a-9ef78bfa0497,SCBI_002.tickPlot.tck,D02,SCBI,SCBI_002,distributed,deciduousForest,38.893863,-78.1427,WGS84,20.3,329.0,0.4,,,2016-08-22T14:40Z,SCBI.2016.34,SCBI_002.20160822,,drag,159.0,Y,0.0,0.0,195.0,No known compromise,NEON.DOC.014045vG,hmiller@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
81a7655b-088e-4eb6-ad37-76d7a6ce9cf3,SCBI_007.tickPlot.tck,D02,SCBI,SCBI_007,distributed,deciduousForest,38.886022,-78.129368,WGS84,20.3,427.4,0.4,,,2016-08-22T15:24Z,SCBI.2016.34,SCBI_007.20160822,,drag,149.0,Y,0.0,0.0,805.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
f61e0080-51d7-4feb-9d5c-e0a3e9c1a9d1,SCBI_006.tickPlot.tck,D02,SCBI,SCBI_006,distributed,pastureHay,38.897079,-78.150277,WGS84,20.1,277.5,0.1,,,2016-08-22T15:53Z,SCBI.2016.34,,,drag,150.0,N,0.0,0.0,0.0,No known compromise,NEON.DOC.014045vG,hmiller@field-ops.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
472508e8-dbef-4046-a874-eef32982158c,SCBI_039.tickPlot.tck,D02,SCBI,SCBI_039,distributed,pastureHay,38.896433,-78.166542,WGS84,20.1,330.8,0.1,,,2016-08-22T17:37Z,SCBI.2016.34,SCBI_039.20160822,,drag,165.0,Y,1.0,0.0,11.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
a9a8ff69-bd9f-466c-85bc-c8f782a659f8,SCBI_013.tickPlot.tck,D02,SCBI,SCBI_013,distributed,deciduousForest,38.873041,-78.163313,WGS84,20.2,361.3,0.3,,,2016-08-24T15:16Z,SCBI.2016.34,SCBI_013.20160824,,drag,160.0,Y,0.0,1.0,96.0,No known compromise,NEON.DOC.014045vG,lcard@neoninc.org,,,NEON.D02.SCBI.DP1.10093.001.tck_fielddata.2016-08.basic.20260107T162435Z.csv
